generation,N_shifts,logPrior,logLik,eventRate,acceptRate
1177000,1,2.10045,-78.24,1.00091,0.532
1178000,3,-1.96555,-76.6502,3.32597,0.542
1179000,2,-3.20649,-77.4201,4.38444,0.476
1180000,1,-1.6605,-81.8212,0.720143,0.473
1181000,1,-1.41945,-75.9711,1.37061,0.447
1182000,1,-1.54183,-78.2651,1.19421,0.438
1183000,0,1.67978,-87.7863,0.406101,0.511596
1184000,1,0.77562,-80.5382,1.42138,0.459
1185000,1,1.39428,-77.7949,0.484612,0.549
1186000,1,1.08671,-75.8524,0.974721,0.598
1187000,2,1.95104,-79.0398,2.35772,0.547
1188000,1,-0.644888,-79.6615,2.64005,0.522726
1189000,1,-1.22088,-77.4775,0.527282,0.536294
1190000,1,0.649066,-80.3888,0.346792,0.555
1191000,1,-1.92954,-77.359,1.60713,0.471
1192000,1,-0.549982,-77.3832,1.20163,0.52925
1193000,1,1.97611,-77.425,0.421822,0.561
1194000,1,-1.22551,-78.6999,0.528998,0.561
1195000,1,-1.34388,-80.1472,0.975644,0.5365
1196000,1,0.187599,-76.5816,1.04333,0.561
1197000,3,3.58543,-75.7829,1.93309,0.547
1198000,2,-2.12928,-77.3687,2.22188,0.591
1199000,1,0.809568,-79.2404,0.612864,0.522
1200000,1,1.06218,-78.5453,0.0686287,0.544
1201000,1,2.19088,-79.0636,0.454161,0.537906
1202000,1,1.38362,-78.7758,1.38562,0.487
1203000,1,-0.448669,-77.8762,1.27297,0.529417
1204000,1,-5.44342,-78.0885,3.12815,0.5
1205000,2,-0.0710789,-75.3996,0.7617,0.533
1206000,3,1.02791,-76.8709,1.56173,0.524
1207000,1,1.49796,-78.8438,0.647114,0.512
1208000,1,2.97037,-76.278,0.296443,0.553
1209000,1,0.192957,-79.7171,0.447675,0.567
1210000,1,-1.51488,-78.1446,1.02974,0.492
1211000,1,1.48595,-78.7519,0.636404,0.554
1212000,4,-7.93792,-75.5646,1.68882,0.5294
1213000,1,-3.6812,-80.4791,0.819812,0.576
1214000,1,0.740557,-81.3992,1.05252,0.512
1215000,1,2.12708,-82.0093,0.985949,0.558
1216000,1,-1.49961,-77.563,0.637505,0.534267
1217000,1,-1.88621,-79.1108,0.535636,0.533
1218000,2,-0.939642,-79.2937,1.99902,0.528792
1219000,1,-0.908305,-81.8878,0.193793,0.534
1220000,4,0.362993,-76.9416,3.46644,0.541879
1221000,4,-0.0929999,-74.9792,1.01983,0.568
1222000,1,1.53921,-77.1773,0.0756925,0.540727
1223000,1,2.24581,-78.1514,0.529604,0.539
1224000,1,-0.481789,-79.0187,0.602135,0.534
1225000,1,0.95179,-80.6575,0.767513,0.543953
1226000,1,-4.48501,-79.2668,1.56684,0.519
1227000,2,-0.174406,-76.9224,1.97632,0.558
1228000,1,-0.618644,-79.763,1.04099,0.526
1229000,1,1.26991,-79.7567,0.542533,0.487
1230000,1,-0.227349,-77.0486,0.543544,0.543
1231000,2,3.5063,-79.7273,0.895288,0.494
1232000,3,3.42269,-78.2392,3.68887,0.61
1233000,1,0.345698,-76.883,1.01392,0.534
1234000,2,-1.00061,-77.1553,3.17729,0.544797
1235000,1,-3.37064,-76.7714,1.60686,0.524
1236000,1,2.00911,-80.1418,0.30653,0.544368
1237000,2,2.97869,-77.7428,0.450836,0.504
1238000,1,1.22787,-77.1864,0.431354,0.444
1239000,1,0.538496,-79.7168,0.451736,0.530333
1240000,1,0.323743,-78.5758,1.27826,0.53376
1241000,1,1.04687,-79.424,0.0862539,0.533
1242000,1,0.117525,-77.3383,0.445086,0.545161
1243000,1,1.18746,-77.3481,1.41686,0.534
1244000,1,1.46484,-81.6012,0.940812,0.55
1245000,1,-1.61633,-80.1048,0.476571,0.525
1246000,1,-1.35488,-76.912,1.0661,0.522375
1247000,1,2.0678,-80.8516,0.279436,0.505
1248000,1,0.0807572,-78.2091,0.506184,0.527
1249000,1,-1.71209,-78.6036,0.92328,0.519625
1250000,0,0.805535,-87.809,1.1055,0.434
1251000,1,0.710289,-77.7611,0.763506,0.474
1252000,1,1.02376,-83.1007,1.95344,0.514
1253000,1,1.8104,-81.2959,1.30575,0.549
1254000,1,-0.032717,-78.3845,1.28965,0.551
1255000,2,-6.79076,-81.061,2.79019,0.56
1256000,1,1.04815,-78.2241,1.80622,0.581
1257000,1,1.94932,-78.7192,0.47193,0.535
1258000,2,0.738053,-78.4956,1.23547,0.525391
1259000,1,0.150044,-80.5383,2.09383,0.529
1260000,1,-1.37373,-77.034,0.250519,0.517533
1261000,1,-1.2496,-78.3212,0.651641,0.466
1262000,3,1.66363,-78.2712,1.88996,0.533357
1263000,1,-0.60444,-78.4123,0.481398,0.574
1264000,1,1.55051,-76.8623,0.433568,0.533375
1265000,2,-0.306043,-76.734,1.00242,0.482
1266000,1,-1.40539,-77.6083,0.290778,0.493
1267000,1,-3.30736,-80.0789,0.294583,0.501
1268000,1,-1.91779,-79.739,0.828243,0.505
1269000,1,-2.33376,-79.899,0.571408,0.469
1270000,1,0.791169,-82.3269,0.0312186,0.554
1271000,1,-2.96873,-79.3363,1.45422,0.457
1272000,1,-4.71028,-75.8655,0.051147,0.509
1273000,1,-0.500208,-78.9924,1.41474,0.47
1274000,1,-0.826024,-77.3114,1.72121,0.547
1275000,1,-0.336735,-77.304,1.18736,0.529
1276000,1,0.908581,-77.6691,1.65274,0.538
1277000,2,-3.22465,-74.4418,3.13725,0.593
1278000,2,2.66378,-80.525,1.10977,0.523
1279000,2,1.1544,-79.9691,1.36928,0.512
1280000,1,-0.281703,-77.7909,1.15203,0.573
1281000,1,-0.350443,-77.0723,2.57627,0.5088
1282000,1,2.41761,-79.3541,0.746722,0.567
1283000,3,1.08118,-82.3999,3.39272,0.571
1284000,1,0.0814019,-79.8658,1.42548,0.536569
1285000,2,1.35864,-80.6581,2.29592,0.54
1286000,2,-4.4492,-82.153,1.61229,0.536
1287000,1,0.906678,-80.8446,0.983887,0.529667
1288000,1,-1.20892,-81.9528,3.27778,0.483
1289000,1,-0.385144,-76.8474,0.864107,0.421
1290000,1,2.25423,-78.4749,0.453868,0.523686
1291000,1,3.13776,-80.0887,0.038666,0.499
1292000,1,-0.41675,-79.208,1.63005,0.53
1293000,1,1.64639,-78.8732,0.101936,0.517
1294000,1,-0.422094,-77.3723,2.17699,0.517
1295000,1,-2.52405,-79.6403,0.89362,0.537
1296000,1,-1.01441,-77.1009,2.33335,0.512571
1297000,1,-0.761204,-82.119,1.99328,0.498
1298000,2,1.103,-79.9788,2.33469,0.492
1299000,1,0.765537,-78.5207,0.38441,0.596
1300000,1,0.338663,-77.1074,0.674146,0.5206
1301000,1,-5.07652,-78.5928,0.700589,0.513
1302000,1,0.500731,-79.1093,1.42483,0.533
1303000,1,0.885451,-78.1264,0.557606,0.532
1304000,1,1.73492,-78.3946,0.310339,0.539
1305000,1,-0.806965,-79.7321,0.910519,0.525509
1306000,2,0.640208,-75.0628,1.68368,0.497326
1307000,2,0.184848,-73.3481,0.885707,0.541
1308000,2,-1.26142,-74.7857,0.879139,0.554
1309000,2,2.05958,-77.9977,1.94026,0.533
1310000,1,1.66321,-77.9585,0.114526,0.515862
1311000,1,1.72174,-78.9602,0.962992,0.488
1312000,1,2.13201,-80.2079,0.829214,0.511
1313000,1,0.292513,-76.7999,0.547154,0.51525
1314000,1,0.72108,-76.725,0.207781,0.471
1315000,1,-2.7968,-77.5309,1.10707,0.439
1316000,2,1.74068,-82.8005,0.676094,0.473
1317000,1,0.563614,-78.6871,0.93404,0.531
1318000,1,-0.789423,-79.0877,0.845718,0.438
1319000,1,0.496331,-79.0757,1.94481,0.458
1320000,2,0.181954,-79.7717,1.8409,0.512
1321000,1,-0.87694,-78.4168,1.7149,0.535
1322000,1,0.0676765,-80.8727,0.384033,0.49
1323000,3,0.368146,-82.5337,0.986459,0.506
1324000,1,-0.437845,-77.4135,0.285149,0.445556
1325000,1,-2.45232,-78.681,0.63837,0.423
1326000,1,-1.85622,-78.4611,0.779155,0.500209
1327000,2,-4.23493,-75.1108,3.2547,0.52
1328000,1,1.06143,-77.425,0.790171,0.516
1329000,1,1.18282,-77.8809,1.41545,0.568
1330000,1,-0.852429,-81.0434,0.67016,0.516659
1331000,1,-2.08422,-76.9178,0.0900413,0.458
1332000,3,-4.43907,-77.9445,1.6256,0.501
1333000,4,-0.886664,-79.6447,2.27561,0.559
1334000,3,1.25919,-84.2021,2.19189,0.589
1335000,1,1.0842,-80.8648,1.20022,0.581
1336000,1,-1.32511,-76.7625,0.456942,0.487
1337000,2,1.99263,-79.4747,1.54411,0.540212
1338000,2,0.16444,-80.1366,0.543937,0.529
1339000,1,-2.75966,-77.7095,2.21588,0.453
1340000,2,2.18451,-80.0395,1.17353,0.496
1341000,2,-0.140256,-83.792,4.0034,0.495
1342000,1,0.0802309,-78.2147,0.544442,0.563
1343000,1,2.13337,-80.6489,0.371731,0.514
1344000,2,3.42222,-84.4063,2.01668,0.542
1345000,1,-1.13692,-77.2631,0.746264,0.568
1346000,1,-0.161551,-77.1051,0.852788,0.528
1347000,1,0.641834,-80.6399,0.624618,0.482
1348000,2,2.75743,-80.1856,1.54424,0.561
1349000,2,-1.10421,-77.1198,2.26717,0.51916
1350000,1,0.0343838,-78.3514,0.333433,0.502
1351000,1,0.762217,-79.8727,1.00771,0.488
1352000,1,-1.88902,-79.2328,1.95543,0.551
1353000,1,-0.176012,-77.4109,0.385078,0.503
1354000,1,-1.45065,-81.6835,1.42154,0.528
1355000,1,-6.5021,-81.7088,1.14256,0.526759
1356000,1,-0.0650574,-78.8888,1.82226,0.524205
1357000,1,-0.630226,-79.249,1.12992,0.553
1358000,1,0.933658,-78.0441,0.530372,0.555
1359000,1,-0.339624,-77.3718,1.35649,0.516
1360000,1,2.65263,-78.7288,0.0589336,0.521457
1361000,1,-1.53619,-79.4814,0.207534,0.566
1362000,3,5.82188,-78.5133,1.36852,0.585
1363000,1,1.06957,-76.9225,1.22517,0.57
1364000,1,-1.08618,-77.1207,0.470412,0.5472
1365000,1,-0.399586,-82.062,1.21796,0.48
1366000,1,1.32943,-78.84,0.118581,0.527
1367000,2,2.71919,-79.2615,0.543162,0.495
1368000,2,-3.75342,-75.6564,2.41092,0.539
1369000,3,1.69758,-76.4116,0.699482,0.545
1370000,2,0.854169,-76.4914,1.251,0.623
1371000,3,1.51343,-80.0456,2.05961,0.555
1372000,1,0.839034,-80.6794,1.74093,0.533184
1373000,1,-1.19642,-80.5141,2.27319,0.431
1374000,1,-1.40415,-77.8329,0.830422,0.534756
1375000,1,0.0339952,-81.2976,1.47941,0.431
1376000,1,0.83871,-78.0062,0.915907,0.484
1377000,1,0.940251,-78.6762,0.983194,0.441
1378000,2,0.26267,-73.6528,2.20122,0.534
1379000,2,0.707975,-73.7119,1.20511,0.517
1380000,2,0.719533,-80.8949,2.1267,0.56
1381000,3,1.14188,-77.6986,3.88371,0.564
1382000,2,-3.41766,-74.6651,2.7055,0.563
1383000,2,-1.08243,-71.9119,2.62116,0.555
1384000,2,0.0699103,-78.7852,1.46782,0.527833
1385000,2,1.16521,-74.149,0.253534,0.557
1386000,1,-2.88793,-79.7979,3.02228,0.541333
1387000,2,-0.515041,-77.7275,0.4789,0.566
1388000,2,2.9505,-82.0648,1.47627,0.545
1389000,1,1.81543,-76.8027,0.912467,0.553767
1390000,1,-0.09317,-77.0121,0.566255,0.503
1391000,1,1.36185,-82.1217,0.536968,0.498
1392000,1,0.844929,-77.4736,0.38827,0.513
1393000,1,0.786851,-78.4439,0.44928,0.503
1394000,1,-1.70327,-76.5406,0.824383,0.542222
1395000,1,-0.0940336,-78.5157,0.349679,0.505
1396000,1,-2.37965,-76.6178,1.15572,0.524
1397000,1,1.56133,-78.6995,0.541046,0.481
1398000,2,2.15468,-82.4576,2.40655,0.52
1399000,1,1.50278,-81.6715,0.393681,0.529909
1400000,3,1.52818,-79.9659,2.41742,0.524
1401000,1,-1.05705,-76.0625,1.12882,0.535
1402000,1,-5.20343,-79.4084,2.57031,0.535538
1403000,2,-3.70272,-78.6632,0.748957,0.492
1404000,1,-1.01891,-81.9053,0.241046,0.372
1405000,3,-1.36559,-76.0951,1.33562,0.49
1406000,3,-1.92057,-76.7961,0.948654,0.548
1407000,1,1.34164,-76.9768,0.455123,0.446
1408000,1,-0.246898,-76.3536,1.31159,0.499
1409000,1,-2.55534,-76.1278,0.606729,0.444
1410000,1,0.466115,-80.5023,2.16154,0.48
1411000,1,-2.55587,-79.3424,0.979933,0.474
1412000,1,2.11394,-78.9661,0.94744,0.534921
1413000,2,-0.610368,-73.3858,1.24774,0.524975
1414000,1,-1.35029,-76.7967,0.940481,0.5135
1415000,1,0.76982,-79.1503,0.595659,0.544033
1416000,1,-5.04447,-81.1894,0.976532,0.504
1417000,1,-0.428594,-78.986,0.550053,0.465
1418000,1,-0.224028,-78.3776,0.33765,0.519
1419000,1,0.854896,-80.5217,1.32296,0.474167
1420000,2,1.95995,-79.3881,0.955413,0.505
1421000,2,-4.19121,-75.9319,1.22847,0.525
1422000,1,-2.26297,-76.9965,0.0514773,0.522625
1423000,1,0.732078,-78.0162,0.944073,0.531
1424000,1,0.460146,-79.141,0.55577,0.522
1425000,1,0.133758,-78.0163,0.343028,0.534609
1426000,1,2.68906,-81.56,0.516399,0.536
1427000,1,0.0125103,-77.2602,1.8152,0.493
1428000,1,1.02963,-77.8045,0.292991,0.4973
1429000,1,-8.16181,-81.4029,1.44723,0.501
1430000,2,1.68097,-78.9894,1.48454,0.518
1431000,1,-1.16166,-78.1969,2.09932,0.5255
1432000,1,-2.57742,-81.8508,2.2137,0.533984
1433000,1,-1.08232,-76.3326,0.814528,0.523406
1434000,1,-0.879669,-77.6204,0.407506,0.547
1435000,1,-3.09229,-78.9772,2.30492,0.522
1436000,1,1.01304,-77.3731,0.793242,0.48576
1437000,1,-3.74099,-78.2334,1.2271,0.506
1438000,1,-1.29261,-80.2541,1.31174,0.511824
1439000,1,-2.04806,-77.3849,1.43585,0.511286
1440000,1,-0.576943,-78.3282,1.26383,0.486187
1441000,1,1.15404,-80.8477,1.33143,0.492
1442000,2,-2.43199,-77.3646,1.55236,0.435
1443000,1,0.417704,-79.2004,0.689389,0.445
1444000,1,-0.147553,-79.9346,2.46656,0.511
1445000,1,2.34063,-80.1061,0.235374,0.5
1446000,1,0.589097,-78.3488,0.690448,0.43
1447000,1,-3.17138,-75.3003,0.828975,0.495
1448000,1,0.146699,-76.3149,0.694012,0.518255
1449000,1,1.54124,-77.0347,0.920264,0.466
1450000,2,-0.0840366,-75.9422,2.52897,0.596
1451000,3,4.07587,-79.4839,2.011,0.608
1452000,3,2.48594,-80.9293,1.07237,0.502667
1453000,1,-3.26418,-77.7659,2.16121,0.559
1454000,1,-3.93354,-77.5928,2.38786,0.461143
1455000,2,-8.71787,-78.8939,3.76924,0.53325
1456000,2,1.47861,-75.9187,0.988044,0.523857
1457000,1,-2.15537,-78.7477,1.06188,0.557
1458000,1,-0.458465,-81.4258,1.03416,0.532
1459000,1,0.70452,-78.9911,0.693362,0.477833
1460000,1,-0.256121,-79.3236,2.07488,0.514
1461000,2,0.934465,-78.1513,1.04816,0.446
1462000,1,1.15439,-77.9238,1.15991,0.48
1463000,1,2.35452,-82.3144,0.983108,0.479
1464000,1,-1.45555,-79.5981,1.78593,0.525242
1465000,1,0.170191,-79.6827,0.401272,0.519343
1466000,1,0.234687,-78.3092,0.823008,0.455
1467000,1,-0.448801,-79.4427,0.309735,0.449
1468000,1,-2.0769,-76.9528,0.990231,0.405
1469000,1,-0.125913,-76.8487,0.396302,0.489
1470000,2,4.06919,-80.4868,0.550476,0.502406
1471000,1,0.355298,-79.2577,1.42667,0.532
1472000,1,-0.615008,-79.2779,0.361346,0.58
1473000,1,-0.997501,-78.5093,0.490556,0.424
1474000,1,-1.19209,-76.4897,2.53916,0.42
1475000,1,-0.128433,-76.7037,0.355402,0.51095
1476000,1,-2.49429,-79.2793,1.8112,0.553
1477000,1,0.395431,-79.4261,0.643388,0.515118
1478000,1,0.932208,-80.8458,0.957189,0.475
1479000,2,0.107104,-79.0629,1.50051,0.533
1480000,1,0.0828116,-77.4886,0.494599,0.504
1481000,2,-2.35778,-79.3178,0.679567,0.515
1482000,1,-3.7416,-76.7932,0.582378,0.539
1483000,1,-1.02919,-80.3838,0.210748,0.466
1484000,1,1.53303,-79.6522,1.1457,0.539
1485000,1,-0.343268,-79.1001,0.608582,0.539
1486000,1,0.118151,-80.8636,0.475776,0.508
1487000,2,-1.58754,-75.0578,1.4798,0.556
1488000,3,-8.07193,-75.892,1.02025,0.577
1489000,1,0.364771,-79.4042,0.331533,0.569
1490000,1,0.327294,-77.9011,1.44823,0.5
1491000,1,-0.485273,-80.0961,0.296507,0.505
1492000,3,-3.19842,-80.3311,2.56374,0.538087
1493000,2,0.181742,-77.2302,1.72464,0.557
1494000,1,0.922717,-78.1812,0.425587,0.572
1495000,2,2.34831,-77.6064,0.802816,0.521194
1496000,1,-1.41641,-77.8151,1.84524,0.551
1497000,2,-0.023671,-78.2859,1.65125,0.559
1498000,1,1.03491,-77.492,1.15054,0.548
1499000,2,-0.227456,-76.0883,2.19338,0.520073
1500000,1,-0.202714,-78.2294,0.95785,0.573
1501000,1,1.17648,-80.321,0.424776,0.542
1502000,1,1.20746,-79.671,1.39981,0.55525
1503000,2,0.619803,-77.5831,1.88762,0.566
1504000,2,-0.691318,-77.996,2.36837,0.518585
1505000,1,-1.07345,-76.5176,1.58377,0.566
1506000,1,-2.19315,-79.8947,0.249586,0.493
1507000,1,-1.58262,-78.1823,0.882996,0.518
1508000,1,-2.76684,-77.0892,1.40451,0.531
1509000,1,1.91719,-81.2687,0.539403,0.499
1510000,1,0.093854,-77.7082,0.190646,0.488
1511000,1,-0.345616,-81.2036,1.17312,0.521
1512000,1,0.253686,-77.3753,0.322935,0.495
1513000,1,-1.0163,-78.8285,0.352419,0.543
1514000,1,-0.255268,-77.4524,0.51601,0.507526
1515000,1,0.685597,-76.785,0.803531,0.532
1516000,3,-0.613128,-78.1878,2.78697,0.52996
1517000,1,-0.866331,-78.0955,0.141764,0.479
1518000,2,2.88283,-80.6427,0.520688,0.523
1519000,1,1.73544,-78.4447,0.374975,0.487
1520000,1,0.894018,-82.0986,0.384648,0.478143
1521000,1,1.68563,-78.7185,0.386226,0.541
1522000,2,0.808807,-78.2288,0.849717,0.462
1523000,1,0.248394,-78.449,2.13452,0.501
1524000,1,-6.22257,-80.3489,0.98898,0.50313
1525000,1,0.14047,-78.8265,2.05448,0.533
1526000,1,-1.00996,-78.4612,3.63732,0.509385
1527000,1,-0.287885,-78.1231,1.30194,0.566
1528000,1,1.09227,-78.1275,1.08246,0.515
1529000,1,1.05867,-78.4161,1.23599,0.5405
1530000,1,0.87563,-79.1944,1.34578,0.514
1531000,1,0.357797,-78.6086,1.34995,0.55
1532000,2,1.07726,-78.3152,1.89715,0.532882
1533000,1,-2.58519,-78.9065,2.56983,0.565
1534000,2,-0.930961,-77.0198,1.70596,0.556
1535000,1,-1.74519,-76.6063,0.948972,0.501
1536000,1,-0.195028,-77.6991,0.570313,0.466
1537000,1,1.5006,-80.6084,0.444514,0.514662
1538000,1,0.949893,-80.7519,1.85844,0.504
1539000,1,-3.26541,-78.4392,3.14299,0.48
1540000,1,-0.859402,-79.9126,0.784859,0.446
1541000,2,-1.21828,-81.8838,0.700516,0.502
1542000,4,-0.350916,-78.3913,2.94822,0.593
1543000,1,0.223631,-76.9462,0.347578,0.561
1544000,1,-0.594292,-79.1853,0.589194,0.521
1545000,1,-0.456474,-79.0669,2.19516,0.556
1546000,1,-7.89604,-76.9773,1.42113,0.588
1547000,1,-0.139033,-76.3365,0.376186,0.547
1548000,4,1.51699,-79.9943,2.7823,0.534379
1549000,4,6.28135,-75.6056,1.38753,0.514286
1550000,4,1.22309,-77.8426,2.15687,0.530839
1551000,3,2.9287,-78.5013,1.06696,0.500083
1552000,1,0.686381,-78.3483,0.407889,0.554
1553000,1,1.0915,-79.7538,1.99188,0.542
1554000,1,0.00682791,-80.5779,1.04395,0.534
1555000,1,1.97641,-76.6803,0.513197,0.532656
1556000,1,-0.599827,-77.3596,2.10859,0.556
1557000,1,1.62526,-78.8627,0.903106,0.5
1558000,1,2.011,-79.1272,1.38138,0.523
1559000,1,-1.01356,-77.9478,0.395566,0.478
1560000,1,-0.720337,-80.1003,0.274405,0.493
1561000,1,1.12232,-80.7241,1.33189,0.521
1562000,2,2.02669,-79.8263,1.16472,0.538667
1563000,3,-1.44665,-76.9675,2.5738,0.527
1564000,1,-2.83215,-77.7244,0.607244,0.521
1565000,1,-2.02391,-77.1619,2.09192,0.519
1566000,4,-0.697817,-75.4422,1.76915,0.564
1567000,2,1.89997,-78.4938,1.27308,0.577
1568000,1,2.15557,-78.1278,0.275813,0.531
1569000,1,-0.179497,-78.5717,0.634266,0.499
1570000,1,-0.832422,-81.7304,0.728328,0.516
1571000,2,2.67792,-77.8652,0.756044,0.49
1572000,2,0.540737,-78.5422,1.06939,0.513
1573000,2,-1.52815,-77.3213,2.11082,0.525368
1574000,2,0.106645,-77.6164,1.93962,0.511
1575000,2,0.0291559,-80.447,2.44042,0.533667
1576000,1,-2.46088,-81.4065,0.912894,0.514
1577000,1,-3.87686,-76.8159,2.78902,0.537
1578000,2,-2.37301,-77.3528,3.2339,0.532
1579000,1,1.06187,-79.8883,0.51517,0.543
1580000,2,-1.25521,-74.6962,1.94638,0.547477
1581000,2,-1.01382,-74.8712,1.29767,0.559
1582000,3,0.555497,-76.2794,2.48858,0.575
1583000,1,-0.669135,-78.3951,1.11524,0.51975
1584000,1,-4.90194,-79.3327,1.66434,0.496029
1585000,2,-0.0432885,-80.1299,1.82285,0.51
1586000,2,0.263321,-79.0583,1.41171,0.5
1587000,1,-1.63047,-81.2127,1.94551,0.469
1588000,1,-1.3447,-78.6435,0.899576,0.42
1589000,1,-0.940946,-76.9912,1.86408,0.493
1590000,1,1.41077,-78.0696,0.544812,0.529458
1591000,1,-2.11289,-79.7189,1.91306,0.553
1592000,1,0.0672177,-78.706,2.51278,0.602
1593000,1,0.679188,-80.5024,1.16139,0.557
1594000,1,-0.410568,-79.8401,1.94195,0.565
1595000,2,1.3672,-78.0804,1.03303,0.502
1596000,2,-1.01066,-76.8381,1.8354,0.531
1597000,2,1.78397,-75.8385,1.70804,0.527
1598000,2,0.52977,-76.7251,2.29547,0.533
1599000,5,5.86586,-81.6188,4.87818,0.556
1600000,2,-3.09626,-76.9188,3.81467,0.575
1601000,1,0.607895,-78.5466,0.19301,0.5
1602000,2,0.495914,-79.4831,0.588809,0.555
1603000,1,3.01093,-80.7246,0.267011,0.505
1604000,1,-4.42961,-79.0904,0.459725,0.485
1605000,1,0.0845619,-78.1537,0.320762,0.528
1606000,2,-5.03258,-78.9501,1.08846,0.471
1607000,1,0.743848,-78.4739,1.44518,0.478
1608000,1,1.83773,-78.4171,0.171715,0.492
1609000,1,-3.91923,-79.8717,0.59553,0.535
1610000,2,-1.98156,-79.452,0.990022,0.532
1611000,2,2.51068,-80.3139,0.994257,0.592
1612000,2,2.73552,-77.4847,1.4039,0.617
1613000,2,-1.18174,-75.5772,1.81575,0.568
1614000,2,-2.56622,-74.1701,0.931123,0.514
1615000,0,1.44036,-87.5674,0.282116,0.52939
1616000,1,0.481164,-77.2589,0.439031,0.463
1617000,1,-1.03038,-77.2064,0.889988,0.539911
1618000,1,-1.40904,-78.8898,0.380119,0.448
1619000,1,1.24678,-78.5826,1.2543,0.536958
1620000,1,-0.778981,-79.6846,1.28293,0.497
1621000,1,-1.42385,-78.3016,0.492847,0.492
1622000,1,-1.16369,-77.6674,0.911851,0.439
1623000,1,-0.113697,-76.997,1.3417,0.52178
1624000,2,3.27429,-79.544,1.68315,0.56
1625000,2,3.07084,-79.9081,1.55994,0.504222
1626000,3,3.11301,-80.9148,1.77957,0.563
1627000,1,2.88984,-77.2993,0.298222,0.568
1628000,1,1.50111,-79.997,0.735369,0.542
1629000,1,1.36685,-79.0042,0.216577,0.5502
1630000,1,0.469197,-79.9383,0.285949,0.542
1631000,2,0.422109,-76.2809,0.789516,0.54
1632000,2,0.164081,-76.3882,0.841597,0.531072
1633000,1,0.401387,-76.7849,0.367587,0.527
1634000,2,1.1514,-79.3853,1.66161,0.533
1635000,2,-2.83064,-77.1864,2.54229,0.516
1636000,1,-1.44914,-78.2442,1.62924,0.514
1637000,1,-1.04813,-79.8738,0.640672,0.503
1638000,1,-0.631876,-76.5101,0.161765,0.562
1639000,1,0.442274,-77.781,0.918115,0.542176
1640000,1,-0.456437,-78.6921,0.519363,0.493
1641000,2,-1.71325,-77.5087,1.44762,0.482
1642000,1,1.26034,-77.3335,1.24062,0.531818
1643000,2,-1.55214,-77.9037,1.18064,0.519
1644000,1,0.387284,-80.3393,1.17994,0.489667
1645000,1,-1.75634,-76.9719,0.642736,0.417
1646000,2,0.865477,-77.6311,1.8496,0.503
1647000,1,0.435328,-77.7447,0.502498,0.52769
1648000,2,0.968095,-76.3761,1.05847,0.49
1649000,1,2.33439,-82.5649,0.0808324,0.527
1650000,1,-2.65962,-81.4521,1.8163,0.469
1651000,1,-0.0649891,-83.136,1.68187,0.457
1652000,1,0.269752,-77.9637,0.148727,0.523
1653000,1,-0.140354,-77.8255,0.945217,0.503833
1654000,1,-0.378828,-76.9998,0.448919,0.514
1655000,1,-0.763757,-82.6336,0.191237,0.533
1656000,1,-0.16205,-79.7425,0.570583,0.513
1657000,2,2.96842,-79.2385,1.36253,0.518
1658000,1,0.525017,-84.878,1.51585,0.551
1659000,2,-0.264835,-81.0754,1.38932,0.581
1660000,1,0.24347,-76.5108,0.754903,0.558
1661000,2,1.28657,-79.3018,0.983925,0.574
1662000,2,3.35322,-75.8544,0.897704,0.563
1663000,1,-3.96553,-76.9036,2.8981,0.52
1664000,1,-0.717161,-78.9925,1.78397,0.556
1665000,2,-0.529153,-77.9959,0.840229,0.541
1666000,2,-0.964576,-82.5822,3.22338,0.557
1667000,1,1.68831,-76.9444,0.855426,0.548
1668000,1,-3.7627,-76.273,0.685855,0.545
1669000,1,0.13055,-78.3683,1.09431,0.517
1670000,1,-0.429406,-77.8588,1.52269,0.542074
1671000,1,1.66389,-77.4842,0.412507,0.53
1672000,1,-0.63379,-76.6902,0.73188,0.536
1673000,1,3.00623,-78.5692,0.255302,0.531
1674000,2,-0.296653,-79.5471,1.22029,0.55
1675000,1,-0.690562,-77.738,1.04385,0.526478
1676000,1,0.284237,-77.6986,1.36537,0.542917
1677000,2,1.97822,-78.8433,1.37094,0.477613
1678000,2,-0.608717,-76.5155,0.937862,0.54
1679000,4,1.0865,-74.4106,2.45303,0.577
1680000,1,-4.66955,-77.4897,0.69184,0.535833
1681000,1,-0.487444,-78.5274,2.15001,0.572
1682000,2,2.57897,-80.2053,0.474746,0.528
1683000,1,1.96035,-79.6869,0.793485,0.57625
1684000,1,2.54929,-80.7327,0.474892,0.542
1685000,1,1.76012,-78.9224,0.83268,0.52
1686000,2,2.83363,-78.3109,1.06415,0.522
1687000,1,1.42457,-79.1521,0.304848,0.51
1688000,1,1.00027,-80.4997,0.500531,0.539
1689000,1,0.303929,-78.8233,0.413532,0.489
1690000,1,-1.42481,-77.2546,1.60465,0.533867
1691000,2,-2.44336,-75.8719,0.859264,0.498
1692000,1,-1.10731,-76.982,1.00702,0.487
1693000,1,-2.61004,-77.2476,2.25957,0.522692
1694000,1,-2.81049,-77.4791,1.45605,0.53553
1695000,1,1.06851,-78.1156,0.231622,0.503
1696000,3,-4.64153,-76.4249,0.680039,0.475
1697000,1,0.825361,-80.2423,0.370511,0.51519
1698000,2,5.33138,-85.1619,0.327474,0.499
1699000,1,-0.332052,-76.4934,1.47465,0.5
