"","fit","delta","w"
"1",695.260864401147,1217.67217520416,3.85342221504306e-265
"2",-522.411310803012,0,0.99999959915498
"3",-492.951929666991,29.4593811360207,4.00845019710993e-07
"4",691.385791517677,1213.79710232069,2.67490265555336e-264
